source,question,answer,img_id,question_norm,question_type,answer_type
Polyps,How many polyps are in the image?,1,cl8k2u1qe1err0832hp5137b1,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qe1err0832hp5137b1,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left,cl8k2u1qe1err0832hp5137b1,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qe1erv08322xfkdfxq,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qe1erv08322xfkdfxq,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qe1erv08322xfkdfxq,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qe1erv08322xfkdfxq,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qe1erv08322xfkdfxq,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qe1erv08322xfkdfxq,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qe1erv08322xfkdfxq,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qe1erv08322xfkdfxq,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,yellow; flesh; red,cl8k2u1qe1erv08322xfkdfxq,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qe1erv08322xfkdfxq,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qe1erv08322xfkdfxq,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qe1erv08322xfkdfxq,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qe1erv08322xfkdfxq,where in the image is the abnormality,Location,List
Polyps,What type of polyp is present?,paris iia; paris is,cl8k2u1qe1erz083248dea2ra,what type of polyp is present,Entity,List
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qe1erz083248dea2ra,what is the size of the polyp,Entity,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qe1erz083248dea2ra,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qe1erz083248dea2ra,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qe1erz083248dea2ra,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qe1erz083248dea2ra,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qe1erz083248dea2ra,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qe1erz083248dea2ra,what type of procedure is the image taken from,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qe1erz083248dea2ra,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qe1erz083248dea2ra,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qe1erz083248dea2ra,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qe1erz083248dea2ra,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; upper-center,cl8k2u1qe1erz083248dea2ra,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qe1es308329s2wgerh,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qe1es308329s2wgerh,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qe1es308329s2wgerh,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qe1es308329s2wgerh,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qe1es308329s2wgerh,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qe1es308329s2wgerh,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm;>20mm,cl8k2u1qe1es308329s2wgerh,what is the size of the polyp,Entity,List
Polyps,What type of polyp is present?,paris is,cl8k2u1qe1es308329s2wgerh,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qe1es308329s2wgerh,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,2,cl8k2u1qe1es308329s2wgerh,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qe1es308329s2wgerh,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qe1es308329s2wgerh,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center-left; lower-left; upper-center; upper-left,cl8k2u1qe1es308329s2wgerh,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1es708329w7t4chl,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1es708329w7t4chl,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1es708329w7t4chl,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1es708329w7t4chl,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1es708329w7t4chl,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1es708329w7t4chl,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qf1es708329w7t4chl,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qf1es708329w7t4chl,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; red,cl8k2u1qf1es708329w7t4chl,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1es708329w7t4chl,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1es708329w7t4chl,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qf1es708329w7t4chl,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; upper-center; upper-right,cl8k2u1qf1es708329w7t4chl,where in the image is the abnormality,Location,List
Polyps,Where in the image is the instrument?,center-left; lower-center; lower-left; upper-left,cl8k2u1qf1es708329w7t4chl,where in the image is the instrument,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esb08327pnb2x68,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esb08327pnb2x68,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1esb08327pnb2x68,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1esb08327pnb2x68,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1esb08327pnb2x68,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esb08327pnb2x68,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qf1esb08327pnb2x68,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia; paris is,cl8k2u1qf1esb08327pnb2x68,what type of polyp is present,Entity,List
Polyps,What color is the abnormality? If more than one separate with ;,red; yellow; flesh; white,cl8k2u1qf1esb08327pnb2x68,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,2,cl8k2u1qf1esb08327pnb2x68,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qf1esb08327pnb2x68,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esb08327pnb2x68,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-right,cl8k2u1qf1esb08327pnb2x68,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esf08326xaq7f1x,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esf08326xaq7f1x,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1esf08326xaq7f1x,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1esf08326xaq7f1x,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,no,cl8k2u1qf1esf08326xaq7f1x,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esf08326xaq7f1x,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qf1esf08326xaq7f1x,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1esf08326xaq7f1x,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh,cl8k2u1qf1esf08326xaq7f1x,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1esf08326xaq7f1x,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1esf08326xaq7f1x,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esf08326xaq7f1x,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,cl8k2u1qf1esf08326xaq7f1x,where in the image is the abnormality,Location,List
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; upper-center,cl8k2u1qf1esj0832cmfldqj0,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esj0832cmfldqj0,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esj0832cmfldqj0,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1esj0832cmfldqj0,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1esj0832cmfldqj0,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1esj0832cmfldqj0,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esj0832cmfldqj0,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qf1esj0832cmfldqj0,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1esj0832cmfldqj0,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh,cl8k2u1qf1esj0832cmfldqj0,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1esj0832cmfldqj0,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1esj0832cmfldqj0,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esj0832cmfldqj0,how many instrumnets are in the image,Counting,Numeric
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esn08326ec518st,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esn08326ec518st,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1esn08326ec518st,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1esn08326ec518st,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1esn08326ec518st,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esn08326ec518st,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qf1esn08326ec518st,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qf1esn08326ec518st,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; red; flesh,cl8k2u1qf1esn08326ec518st,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1esn08326ec518st,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1esn08326ec518st,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esn08326ec518st,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-right,cl8k2u1qf1esn08326ec518st,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esr0832am3ha6f6,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esr0832am3ha6f6,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qf1esr0832am3ha6f6,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1esr0832am3ha6f6,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1esr0832am3ha6f6,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esr0832am3ha6f6,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qf1esr0832am3ha6f6,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qf1esr0832am3ha6f6,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qf1esr0832am3ha6f6,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1esr0832am3ha6f6,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1esr0832am3ha6f6,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esr0832am3ha6f6,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; upper-center,cl8k2u1qf1esr0832am3ha6f6,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1esv0832f7w7821y,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1esv0832f7w7821y,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1esv0832f7w7821y,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1esv0832f7w7821y,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1esv0832f7w7821y,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1esv0832f7w7821y,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qf1esv0832f7w7821y,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1esv0832f7w7821y,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh,cl8k2u1qf1esv0832f7w7821y,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qf1esv0832f7w7821y,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1esv0832f7w7821y,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1esv0832f7w7821y,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center-left; upper-left,cl8k2u1qf1esv0832f7w7821y,where in the image is the abnormality,Location,List
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1esz0832hnbt37da,what type of polyp is present,Entity,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1et308327e7ddd3o,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1et308327e7ddd3o,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1et308327e7ddd3o,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1et308327e7ddd3o,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1et308327e7ddd3o,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1et308327e7ddd3o,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qf1et308327e7ddd3o,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qf1et308327e7ddd3o,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh; white,cl8k2u1qf1et308327e7ddd3o,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1et308327e7ddd3o,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1et308327e7ddd3o,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1et308327e7ddd3o,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-right,cl8k2u1qf1et308327e7ddd3o,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1et708329xdk2qbb,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1et708329xdk2qbb,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1et708329xdk2qbb,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1et708329xdk2qbb,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1et708329xdk2qbb,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1et708329xdk2qbb,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qf1et708329xdk2qbb,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qf1et708329xdk2qbb,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white; red,cl8k2u1qf1et708329xdk2qbb,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1et708329xdk2qbb,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1et708329xdk2qbb,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1et708329xdk2qbb,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,cl8k2u1qf1et708329xdk2qbb,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1etb0832g3dpeeyx,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1etb0832g3dpeeyx,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1etb0832g3dpeeyx,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1etb0832g3dpeeyx,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1etb0832g3dpeeyx,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1etb0832g3dpeeyx,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qf1etb0832g3dpeeyx,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1etb0832g3dpeeyx,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white,cl8k2u1qf1etb0832g3dpeeyx,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1etb0832g3dpeeyx,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1etb0832g3dpeeyx,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1etb0832g3dpeeyx,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; upper-center,cl8k2u1qf1etb0832g3dpeeyx,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1etf0832exgc96op,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1etf0832exgc96op,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1etf0832exgc96op,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1etf0832exgc96op,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1etf0832exgc96op,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1etf0832exgc96op,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qf1etf0832exgc96op,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qf1etf0832exgc96op,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qf1etf0832exgc96op,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,1,cl8k2u1qf1etf0832exgc96op,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1etf0832exgc96op,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1etf0832exgc96op,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center-right; lower-center; lower-left; lower-right,cl8k2u1qf1etf0832exgc96op,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1etj0832chsq1c4g,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1etj0832chsq1c4g,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qf1etj0832chsq1c4g,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1etj0832chsq1c4g,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1etj0832chsq1c4g,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1etj0832chsq1c4g,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qf1etj0832chsq1c4g,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qf1etj0832chsq1c4g,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh; white,cl8k2u1qf1etj0832chsq1c4g,what color is the abnormality if more than one separate with,Color,List
Polyps,How many findings are present?,2,cl8k2u1qf1etj0832chsq1c4g,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qf1etj0832chsq1c4g,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1etj0832chsq1c4g,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,cl8k2u1qf1etj0832chsq1c4g,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1etn08323g2b7s2t,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1etn08323g2b7s2t,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qf1etn08323g2b7s2t,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qf1etn08323g2b7s2t,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1etn08323g2b7s2t,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1etn08323g2b7s2t,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qf1etn08323g2b7s2t,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1etn08323g2b7s2t,what type of polyp is present,Entity,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh,cl8k2u1qf1etn08323g2b7s2t,what color is the abnormality if more than one separate with,Color,Token
Polyps,How many findings are present?,1,cl8k2u1qf1etn08323g2b7s2t,how many findings are present,Counting,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qf1etn08323g2b7s2t,how many polyps are in the image,Counting,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qf1etn08323g2b7s2t,how many instrumnets are in the image,Counting,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qf1etn08323g2b7s2t,where in the image is the abnormality,Location,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qf1etr0832g1k5358d,are there any abnormalities in the image check all that are present,Yes/No,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qf1etr0832g1k5358d,have all polyps been removed,Yes/No,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qf1etr0832g1k5358d,is this finding easy to detect,Yes/No,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qf1etr0832g1k5358d,is there a green black box artefact,Yes/No,Yes/No
Polyps,Is there text?,yes,cl8k2u1qf1etr0832g1k5358d,is there text,Yes/No,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qf1etr0832g1k5358d,what type of procedure is the image taken from,Entity,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qf1etr0832g1k5358d,what is the size of the polyp,Entity,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qf1etr0832g1k5358d,what type of polyp is present,Entity,Token
