split,img_id,image_path,question,answer,question_type,answer_type,orig_height,orig_width
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,Is there text?,yes,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,What is the size of the polyp?,11-20mm,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,What type of polyp is present?,paris is,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,How many findings are present?,1,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,How many polyps are in the image?,1,,,531,599
test,cl8k2u1r51fmj08323olc6u0o,out/images/raw/cl8k2u1r51fmj08323olc6u0o.jpg,How many instrumnets are in the image?,0,,,531,599
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Have all polyps been removed?,no,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Is this finding easy to detect?,yes,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Is there a green/black box artefact?,yes,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Is there text?,yes,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,What type of procedure is the image taken from?,colonoscopy,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,What is the size of the polyp?,>20mm,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,What type of polyp is present?,paris is,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,What color is the abnormality? If more than one separate with ;,red; white; pink; yellow,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,How many findings are present?,1,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,How many polyps are in the image?,1,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,How many instrumnets are in the image?,0,,,547,621
validation,cl8k2u1r51fmn08327mnlh7p7,out/images/raw/cl8k2u1r51fmn08327mnlh7p7.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,,,547,621
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Have all polyps been removed?,no,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Is this finding easy to detect?,yes,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Is there a green/black box artefact?,no,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Is there text?,yes,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,What type of procedure is the image taken from?,colonoscopy,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,What is the size of the polyp?,>20mm,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,What type of polyp is present?,paris is,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,How many findings are present?,1,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,How many polyps are in the image?,1,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,How many instrumnets are in the image?,0,,,528,622
test,cl8k2u1r51fmr08320lkwhxz1,out/images/raw/cl8k2u1r51fmr08320lkwhxz1.jpg,Where in the image is the abnormality?,center; center-left; lower-left; upper-center; upper-left,,,528,622
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Is this finding easy to detect?,yes,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Have all polyps been removed?,no,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Is there a green/black box artefact?,no,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Is there text?,yes,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,What type of procedure is the image taken from?,colonoscopy,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,What is the size of the polyp?,11-20mm,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,What type of polyp is present?,paris ip,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,How many findings are present?,1,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,How many polyps are in the image?,1,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,How many instrumnets are in the image?,0,,,529,621
validation,cl8k2u1r51fmv08320cwj4mcx,out/images/raw/cl8k2u1r51fmv08320cwj4mcx.jpg,Where in the image is the abnormality?,center; center-right; lower-right; upper-right,,,529,621
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Have all polyps been removed?,no,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Is this finding easy to detect?,no,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Is there a green/black box artefact?,no,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Is there text?,yes,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,What type of procedure is the image taken from?,colonoscopy,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,What is the size of the polyp?,5-10mm;<5mm,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,What type of polyp is present?,paris is,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,What color is the abnormality? If more than one separate with ;,red; yellow; pink,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,How many findings are present?,5,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,How many polyps are in the image?,5,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,How many instrumnets are in the image?,0,,,529,622
train,cl8k2u1r61fmz0832863w3vmt,out/images/raw/cl8k2u1r61fmz0832863w3vmt.jpg,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,,,529,622
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Have all polyps been removed?,no,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Is this finding easy to detect?,yes,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Is there a green/black box artefact?,yes,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Is there text?,yes,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,What type of procedure is the image taken from?,colonoscopy,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,What is the size of the polyp?,11-20mm,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,What type of polyp is present?,paris ip,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,How many findings are present?,1,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,How many polyps are in the image?,1,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,How many instrumnets are in the image?,0,,,547,617
test,cl8k2u1r61fn308328j7x6toq,out/images/raw/cl8k2u1r61fn308328j7x6toq.jpg,Where in the image is the abnormality?,center; upper-center,,,547,617
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Have all polyps been removed?,no,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Is this finding easy to detect?,yes,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Is there a green/black box artefact?,yes,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Is there text?,yes,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,What type of procedure is the image taken from?,colonoscopy,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,What is the size of the polyp?,5-10mm,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,What type of polyp is present?,paris is,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,How many findings are present?,1,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,How many polyps are in the image?,1,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,How many instrumnets are in the image?,0,,,546,626
train,cl8k2u1r61fn7083227omcdwh,out/images/raw/cl8k2u1r61fn7083227omcdwh.jpg,Where in the image is the abnormality?,center,,,546,626
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Have all polyps been removed?,no,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Is this finding easy to detect?,yes,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Is there a green/black box artefact?,yes,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Is there text?,yes,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,What type of procedure is the image taken from?,colonoscopy,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,What is the size of the polyp?,11-20mm,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,What type of polyp is present?,paris ip,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,What color is the abnormality? If more than one separate with ;,red; pink; yellow,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,How many findings are present?,1,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,How many polyps are in the image?,1,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,How many instrumnets are in the image?,1,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Where in the image is the abnormality?,center; center-left; upper-center,,,530,606
test,cl8k2u1r61fnb0832a9bqe7xd,out/images/raw/cl8k2u1r61fnb0832a9bqe7xd.jpg,Where in the image is the instrument?,lower-right,,,530,606
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Have all polyps been removed?,no,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Is this finding easy to detect?,yes,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Is there a green/black box artefact?,yes,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Is there text?,yes,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,What type of procedure is the image taken from?,colonoscopy,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,What is the size of the polyp?,11-20mm;5-10mm,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,What type of polyp is present?,paris iia; paris is,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,How many findings are present?,1,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,How many polyps are in the image?,1,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,How many instrumnets are in the image?,0,,,546,626
test,cl8k2u1r61fnf08324uoa6t6w,out/images/raw/cl8k2u1r61fnf08324uoa6t6w.jpg,Where in the image is the abnormality?,center; center-left; upper-center; upper-left; upper-right,,,546,626
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Have all polyps been removed?,no,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Is this finding easy to detect?,yes,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Is there a green/black box artefact?,yes,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Is there text?,yes,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,What is the size of the polyp?,11-20mm,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,What type of polyp is present?,paris is,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,How many findings are present?,2,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,How many polyps are in the image?,2,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,How many instrumnets are in the image?,0,,,531,622
train,cl8k2u1r61fnj083288we6unh,out/images/raw/cl8k2u1r61fnj083288we6unh.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-left,,,531,622
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Have all polyps been removed?,no,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Is this finding easy to detect?,yes,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Is there a green/black box artefact?,yes,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Is there text?,yes,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,What type of procedure is the image taken from?,colonoscopy,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,What is the size of the polyp?,11-20mm,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,What type of polyp is present?,paris ip,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,What color is the abnormality? If more than one separate with ;,pink,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,How many findings are present?,1,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,How many polyps are in the image?,1,,,547,626
validation,cl8k2u1r61fnn08326g3e5rkl,out/images/raw/cl8k2u1r61fnn08326g3e5rkl.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,,,547,626
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Have all polyps been removed?,no,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Is this finding easy to detect?,no,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Is there a green/black box artefact?,no,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Is there text?,yes,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,What type of procedure is the image taken from?,colonoscopy,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,What is the size of the polyp?,5-10mm,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,What type of polyp is present?,paris iia,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,What color is the abnormality? If more than one separate with ;,pink,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,How many findings are present?,1,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,How many polyps are in the image?,1,,,531,570
train,cl8k2u1r61fnr0832c3zm1d5x,out/images/raw/cl8k2u1r61fnr0832c3zm1d5x.jpg,Where in the image is the abnormality?,center; lower-center,,,531,570
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Have all polyps been removed?,no,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Is there a green/black box artefact?,no,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Is there text?,yes,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,What type of procedure is the image taken from?,colonoscopy,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,What is the size of the polyp?,11-20mm,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,What type of polyp is present?,paris is,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,What color is the abnormality? If more than one separate with ;,pink,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,How many findings are present?,1,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,How many polyps are in the image?,1,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Where in the image is the abnormality?,lower-center; lower-left,,,528,621
test,cl8k2u1r61fnv0832346mdgw3,out/images/raw/cl8k2u1r61fnv0832346mdgw3.jpg,Is this finding easy to detect?,yes,,,528,621
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Is this finding easy to detect?,yes,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Have all polyps been removed?,no,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Is there a green/black box artefact?,yes,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Is there text?,yes,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,What type of procedure is the image taken from?,colonoscopy,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,What is the size of the polyp?,11-20mm,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,What type of polyp is present?,paris is,,,530,604
train,cl8k2u1r61fnz0832akoxafzt,out/images/raw/cl8k2u1r61fnz0832akoxafzt.jpg,Where in the image is the abnormality?,center; center-left; lower-left,,,530,604
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Have all polyps been removed?,no,,,530,511
train,cl8k2u1r61fo30832h6258vxs,out/images/raw/cl8k2u1r61fo30832h6258vxs.jpg,Is this finding easy to detect?,yes,,,530,511
