source,question,answer,img_id
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1eyv08321syl8v1t
Polyps,Is there a green/black box artefact?,no,cl8k2u1qk1eyv08321syl8v1t
Polyps,Is there text?,yes,cl8k2u1qk1eyv08321syl8v1t
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1eyv08321syl8v1t
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qk1eyv08321syl8v1t
Polyps,What type of polyp is present?,paris iia,cl8k2u1qk1eyv08321syl8v1t
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1eyv08321syl8v1t
Polyps,How many findings are present?,1,cl8k2u1qk1eyv08321syl8v1t
Polyps,How many polyps are in the image?,1,cl8k2u1qk1eyv08321syl8v1t
Polyps,Where in the image is the abnormality?,center; lower-center,cl8k2u1qk1eyv08321syl8v1t
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Have all polyps been removed?,no,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Is there text?,yes,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,What type of polyp is present?,paris ip,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,How many findings are present?,1,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,How many polyps are in the image?,1,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-right,cl8k2u1qk1eyz0832ge6g9d3b
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ez308325vmz4em3
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ez308325vmz4em3
Polyps,Is this finding easy to detect?,no,cl8k2u1qk1ez308325vmz4em3
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qk1ez308325vmz4em3
Polyps,Is there text?,yes,cl8k2u1qk1ez308325vmz4em3
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ez308325vmz4em3
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qk1ez308325vmz4em3
Polyps,What type of polyp is present?,paris iia,cl8k2u1qk1ez308325vmz4em3
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1ez308325vmz4em3
Polyps,How many findings are present?,1,cl8k2u1qk1ez308325vmz4em3
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ez308325vmz4em3
Polyps,Where in the image is the abnormality?,center-right,cl8k2u1qk1ez308325vmz4em3
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ez708323c39firp
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ez708323c39firp
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1ez708323c39firp
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qk1ez708323c39firp
Polyps,Is there text?,yes,cl8k2u1qk1ez708323c39firp
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ez708323c39firp
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qk1ez708323c39firp
Polyps,What type of polyp is present?,paris is,cl8k2u1qk1ez708323c39firp
Polyps,What color is the abnormality? If more than one separate with ;,white; pink,cl8k2u1qk1ez708323c39firp
Polyps,How many findings are present?,1,cl8k2u1qk1ez708323c39firp
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ez708323c39firp
Polyps,Where in the image is the abnormality?,lower-center,cl8k2u1qk1ez708323c39firp
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ezb08320izv5egz
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ezb08320izv5egz
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1ezb08320izv5egz
Polyps,Is there a green/black box artefact?,no,cl8k2u1qk1ezb08320izv5egz
Polyps,Is there text?,no,cl8k2u1qk1ezb08320izv5egz
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ezb08320izv5egz
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qk1ezb08320izv5egz
Polyps,What type of polyp is present?,paris ip,cl8k2u1qk1ezb08320izv5egz
Polyps,What color is the abnormality? If more than one separate with ;,pink; white,cl8k2u1qk1ezb08320izv5egz
Polyps,How many findings are present?,1,cl8k2u1qk1ezb08320izv5egz
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ezb08320izv5egz
Polyps,Where in the image is the abnormality?,center; center-left; upper-center; upper-left,cl8k2u1qk1ezb08320izv5egz
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Is there text?,yes,cl8k2u1qk1ezf0832hd1tci3f
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ezf0832hd1tci3f
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qk1ezf0832hd1tci3f
Polyps,What type of polyp is present?,paris is,cl8k2u1qk1ezf0832hd1tci3f
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1ezf0832hd1tci3f
Polyps,How many findings are present?,1,cl8k2u1qk1ezf0832hd1tci3f
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qk1ezf0832hd1tci3f
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ezj08327ys77tv5
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ezj08327ys77tv5
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1ezj08327ys77tv5
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qk1ezj08327ys77tv5
Polyps,Is there text?,no,cl8k2u1qk1ezj08327ys77tv5
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ezj08327ys77tv5
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qk1ezj08327ys77tv5
Polyps,What type of polyp is present?,paris iia,cl8k2u1qk1ezj08327ys77tv5
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1ezj08327ys77tv5
Polyps,How many findings are present?,1,cl8k2u1qk1ezj08327ys77tv5
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ezj08327ys77tv5
Polyps,Where in the image is the abnormality?,center,cl8k2u1qk1ezj08327ys77tv5
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Have all polyps been removed?,no,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Is this finding easy to detect?,yes,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Is there a green/black box artefact?,no,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Is there text?,yes,cl8k2u1qk1ezn0832fzc5hr77
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qk1ezn0832fzc5hr77
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qk1ezn0832fzc5hr77
Polyps,What type of polyp is present?,paris iia,cl8k2u1qk1ezn0832fzc5hr77
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qk1ezn0832fzc5hr77
Polyps,How many findings are present?,1,cl8k2u1qk1ezn0832fzc5hr77
Polyps,How many polyps are in the image?,1,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qk1ezn0832fzc5hr77
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1ezr08325pyd56mc
Polyps,Have all polyps been removed?,no,cl8k2u1ql1ezr08325pyd56mc
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1ezr08325pyd56mc
Polyps,Is there a green/black box artefact?,yes,cl8k2u1ql1ezr08325pyd56mc
Polyps,Is there text?,yes,cl8k2u1ql1ezr08325pyd56mc
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1ezr08325pyd56mc
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1ql1ezr08325pyd56mc
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1ezr08325pyd56mc
Polyps,What color is the abnormality? If more than one separate with ;,pink; red; yellow,cl8k2u1ql1ezr08325pyd56mc
Polyps,How many findings are present?,1,cl8k2u1ql1ezr08325pyd56mc
Polyps,How many polyps are in the image?,1,cl8k2u1ql1ezr08325pyd56mc
Polyps,Where in the image is the abnormality?,center-right; lower-right,cl8k2u1ql1ezr08325pyd56mc
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Have all polyps been removed?,no,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Is there a green/black box artefact?,no,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Is there text?,yes,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,How many findings are present?,1,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,How many polyps are in the image?,1,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Where in the image is the abnormality?,center; lower-center,cl8k2u1ql1ezv0832g0tb4wo5
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Have all polyps been removed?,no,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Is there a green/black box artefact?,yes,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Is there text?,yes,cl8k2u1ql1ezz08323k5zgzzb
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1ezz08323k5zgzzb
Polyps,What is the size of the polyp?,>20mm,cl8k2u1ql1ezz08323k5zgzzb
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1ezz08323k5zgzzb
Polyps,What color is the abnormality? If more than one separate with ;,pink; red,cl8k2u1ql1ezz08323k5zgzzb
Polyps,How many findings are present?,1,cl8k2u1ql1ezz08323k5zgzzb
Polyps,How many polyps are in the image?,1,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Where in the image is the abnormality?,center; center-right; lower-right; upper-center; upper-right,cl8k2u1ql1ezz08323k5zgzzb
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1f0308326odv1v14
Polyps,Have all polyps been removed?,no,cl8k2u1ql1f0308326odv1v14
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1f0308326odv1v14
Polyps,Is there a green/black box artefact?,yes,cl8k2u1ql1f0308326odv1v14
Polyps,Is there text?,no,cl8k2u1ql1f0308326odv1v14
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1f0308326odv1v14
Polyps,What is the size of the polyp?,>20mm,cl8k2u1ql1f0308326odv1v14
Polyps,What type of polyp is present?,paris ip,cl8k2u1ql1f0308326odv1v14
Polyps,What color is the abnormality? If more than one separate with ;,pink; yellow,cl8k2u1ql1f0308326odv1v14
Polyps,How many findings are present?,1,cl8k2u1ql1f0308326odv1v14
Polyps,How many polyps are in the image?,1,cl8k2u1ql1f0308326odv1v14
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right,cl8k2u1ql1f0308326odv1v14
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1f070832bhio897d
Polyps,Have all polyps been removed?,no,cl8k2u1ql1f070832bhio897d
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1f070832bhio897d
Polyps,Is there a green/black box artefact?,yes,cl8k2u1ql1f070832bhio897d
Polyps,Is there text?,yes,cl8k2u1ql1f070832bhio897d
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1f070832bhio897d
Polyps,What is the size of the polyp?,>20mm,cl8k2u1ql1f070832bhio897d
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1f070832bhio897d
Polyps,What color is the abnormality? If more than one separate with ;,pink; yellow,cl8k2u1ql1f070832bhio897d
Polyps,How many findings are present?,1,cl8k2u1ql1f070832bhio897d
Polyps,How many polyps are in the image?,1,cl8k2u1ql1f070832bhio897d
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; lower-right; upper-left,cl8k2u1ql1f070832bhio897d
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Have all polyps been removed?,no,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Is there a green/black box artefact?,no,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Is there text?,yes,cl8k2u1ql1f0b08324k2b5m4q
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1f0b08324k2b5m4q
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1ql1f0b08324k2b5m4q
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1f0b08324k2b5m4q
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1ql1f0b08324k2b5m4q
Polyps,How many findings are present?,1,cl8k2u1ql1f0b08324k2b5m4q
Polyps,How many polyps are in the image?,1,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Where in the image is the abnormality?,center-right; upper-center; upper-right,cl8k2u1ql1f0b08324k2b5m4q
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1ql1f0f083228tz65ah
Polyps,Have all polyps been removed?,no,cl8k2u1ql1f0f083228tz65ah
Polyps,Is this finding easy to detect?,yes,cl8k2u1ql1f0f083228tz65ah
Polyps,Is there a green/black box artefact?,yes,cl8k2u1ql1f0f083228tz65ah
Polyps,Is there text?,yes,cl8k2u1ql1f0f083228tz65ah
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1ql1f0f083228tz65ah
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1ql1f0f083228tz65ah
Polyps,What type of polyp is present?,paris is,cl8k2u1ql1f0f083228tz65ah
Polyps,What color is the abnormality? If more than one separate with ;,pink; white,cl8k2u1ql1f0f083228tz65ah
Polyps,How many findings are present?,1,cl8k2u1ql1f0f083228tz65ah
Polyps,How many polyps are in the image?,1,cl8k2u1ql1f0f083228tz65ah
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1ql1f0f083228tz65ah
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Have all polyps been removed?,no,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Is this finding easy to detect?,yes,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Is there text?,yes,cl8k2u1qo1f0j08325r4d2lfp
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qo1f0j08325r4d2lfp
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qo1f0j08325r4d2lfp
Polyps,What type of polyp is present?,paris ip,cl8k2u1qo1f0j08325r4d2lfp
Polyps,What color is the abnormality? If more than one separate with ;,pink; yellow; orange,cl8k2u1qo1f0j08325r4d2lfp
Polyps,How many findings are present?,1,cl8k2u1qo1f0j08325r4d2lfp
Polyps,How many polyps are in the image?,1,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Where in the image is the abnormality?,center; center-right; lower-right; upper-right,cl8k2u1qo1f0j08325r4d2lfp
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qo1f0n0832hdvldj36
Polyps,Have all polyps been removed?,no,cl8k2u1qo1f0n0832hdvldj36
Polyps,Is this finding easy to detect?,yes,cl8k2u1qo1f0n0832hdvldj36
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qo1f0n0832hdvldj36
Polyps,Is there text?,no,cl8k2u1qo1f0n0832hdvldj36
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qo1f0n0832hdvldj36
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qo1f0n0832hdvldj36
Polyps,What type of polyp is present?,paris iia,cl8k2u1qo1f0n0832hdvldj36
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qo1f0n0832hdvldj36
Polyps,How many findings are present?,1,cl8k2u1qo1f0n0832hdvldj36
Polyps,How many polyps are in the image?,1,cl8k2u1qo1f0n0832hdvldj36
Polyps,Where in the image is the abnormality?,center; center-right; lower-center,cl8k2u1qo1f0n0832hdvldj36
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qo1f0r08325f6l18rt
Polyps,Is this finding easy to detect?,yes,cl8k2u1qo1f0r08325f6l18rt
Polyps,Have all polyps been removed?,no,cl8k2u1qo1f0r08325f6l18rt
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qo1f0r08325f6l18rt
Polyps,Is there text?,yes,cl8k2u1qo1f0r08325f6l18rt
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qo1f0r08325f6l18rt
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qo1f0r08325f6l18rt
Polyps,What type of polyp is present?,paris iia,cl8k2u1qo1f0r08325f6l18rt
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qo1f0r08325f6l18rt
Polyps,How many findings are present?,1,cl8k2u1qo1f0r08325f6l18rt
Polyps,How many polyps are in the image?,1,cl8k2u1qo1f0r08325f6l18rt
Polyps,Where in the image is the abnormality?,center; upper-center; upper-left,cl8k2u1qo1f0r08325f6l18rt
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qo1f0v0832d3i764dd
Polyps,Have all polyps been removed?,no,cl8k2u1qo1f0v0832d3i764dd
Polyps,Is this finding easy to detect?,yes,cl8k2u1qo1f0v0832d3i764dd
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qo1f0v0832d3i764dd
Polyps,Is there text?,yes,cl8k2u1qo1f0v0832d3i764dd
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qo1f0v0832d3i764dd
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qo1f0v0832d3i764dd
Polyps,What type of polyp is present?,paris ip,cl8k2u1qo1f0v0832d3i764dd
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qo1f0v0832d3i764dd
Polyps,How many findings are present?,1,cl8k2u1qo1f0v0832d3i764dd
Polyps,How many polyps are in the image?,1,cl8k2u1qo1f0v0832d3i764dd
Polyps,Where in the image is the abnormality?,center; center-left; center-right; upper-center; upper-left; upper-right,cl8k2u1qo1f0v0832d3i764dd
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qo1f0z083291h9hlq6
Polyps,Have all polyps been removed?,no,cl8k2u1qo1f0z083291h9hlq6
Polyps,Is this finding easy to detect?,yes,cl8k2u1qo1f0z083291h9hlq6
Polyps,Is there a green/black box artefact?,no,cl8k2u1qo1f0z083291h9hlq6
Polyps,Is there text?,yes,cl8k2u1qo1f0z083291h9hlq6
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qo1f0z083291h9hlq6
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qo1f0z083291h9hlq6
Polyps,What type of polyp is present?,paris is,cl8k2u1qo1f0z083291h9hlq6
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qo1f0z083291h9hlq6
Polyps,How many findings are present?,1,cl8k2u1qo1f0z083291h9hlq6
Polyps,How many polyps are in the image?,1,cl8k2u1qo1f0z083291h9hlq6
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,cl8k2u1qo1f0z083291h9hlq6
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1308326g519rp3
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1308326g519rp3
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1308326g519rp3
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f1308326g519rp3
Polyps,Is there text?,no,cl8k2u1qp1f1308326g519rp3
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1308326g519rp3
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qp1f1308326g519rp3
Polyps,What type of polyp is present?,paris iia,cl8k2u1qp1f1308326g519rp3
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f1308326g519rp3
Polyps,How many findings are present?,1,cl8k2u1qp1f1308326g519rp3
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1308326g519rp3
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left; upper-center; upper-left,cl8k2u1qp1f1308326g519rp3
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f170832czrq7tgu
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f170832czrq7tgu
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f170832czrq7tgu
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f170832czrq7tgu
Polyps,Is there text?,yes,cl8k2u1qp1f170832czrq7tgu
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f170832czrq7tgu
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qp1f170832czrq7tgu
Polyps,What type of polyp is present?,paris ip,cl8k2u1qp1f170832czrq7tgu
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f170832czrq7tgu
Polyps,How many findings are present?,1,cl8k2u1qp1f170832czrq7tgu
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f170832czrq7tgu
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-right; upper-center; upper-left,cl8k2u1qp1f170832czrq7tgu
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1b0832e5og40wl
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1b0832e5og40wl
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1b0832e5og40wl
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f1b0832e5og40wl
Polyps,Is there text?,yes,cl8k2u1qp1f1b0832e5og40wl
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1b0832e5og40wl
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qp1f1b0832e5og40wl
Polyps,What type of polyp is present?,paris ip,cl8k2u1qp1f1b0832e5og40wl
Polyps,What color is the abnormality? If more than one separate with ;,pink; red,cl8k2u1qp1f1b0832e5og40wl
Polyps,How many findings are present?,1,cl8k2u1qp1f1b0832e5og40wl
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1b0832e5og40wl
Polyps,Where in the image is the abnormality?,center; center-right; upper-center; upper-right,cl8k2u1qp1f1b0832e5og40wl
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Is there text?,yes,cl8k2u1qp1f1f0832g91z6tmp
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1f0832g91z6tmp
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qp1f1f0832g91z6tmp
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f1f0832g91z6tmp
Polyps,What color is the abnormality? If more than one separate with ;,pink; yellow; white,cl8k2u1qp1f1f0832g91z6tmp
Polyps,How many findings are present?,1,cl8k2u1qp1f1f0832g91z6tmp
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Where in the image is the abnormality?,center; center-right; lower-center; lower-right; upper-center; upper-right,cl8k2u1qp1f1f0832g91z6tmp
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1j083208d6ar5i
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1j083208d6ar5i
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1j083208d6ar5i
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f1j083208d6ar5i
Polyps,Is there text?,yes,cl8k2u1qp1f1j083208d6ar5i
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qp1f1j083208d6ar5i
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qp1f1j083208d6ar5i
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f1j083208d6ar5i
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f1j083208d6ar5i
Polyps,How many findings are present?,1,cl8k2u1qp1f1j083208d6ar5i
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1j083208d6ar5i
Polyps,Where in the image is the abnormality?,center,cl8k2u1qp1f1j083208d6ar5i
Polyps,Are there any anatomical landmarks in the image? Check all that are present.,ileum,cl8k2u1qp1f1j083208d6ar5i
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Are there any anatomical landmarks in the image? Check all that are present.,pylorus,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Is there text?,yes,cl8k2u1qp1f1n0832ffon5q9i
Polyps,What type of procedure is the image taken from?,gastroscopy,cl8k2u1qp1f1n0832ffon5q9i
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qp1f1n0832ffon5q9i
Polyps,What type of polyp is present?,paris is,cl8k2u1qp1f1n0832ffon5q9i
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qp1f1n0832ffon5q9i
Polyps,How many findings are present?,2,cl8k2u1qp1f1n0832ffon5q9i
Polyps,How many polyps are in the image?,1,cl8k2u1qp1f1n0832ffon5q9i
Polyps,How many instrumnets are in the image?,1,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Where in the image is the abnormality?,upper-center; upper-right,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Where in the image is the instrument?,upper-center,cl8k2u1qp1f1n0832ffon5q9i
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qp1f1r08322uy5gky4
Polyps,Have all polyps been removed?,no,cl8k2u1qp1f1r08322uy5gky4
Polyps,Is this finding easy to detect?,yes,cl8k2u1qp1f1r08322uy5gky4
Polyps,Is there a green/black box artefact?,no,cl8k2u1qp1f1r08322uy5gky4
