source,question,answer,img_id,question_type,question_norm,answer_type
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1elf08321ksz430e,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qa1elf08321ksz430e,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1elf08321ksz430e,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1elf08321ksz430e,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qa1elf08321ksz430e,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qa1elf08321ksz430e,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,pink; red,cl8k2u1qa1elf08321ksz430e,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qa1elf08321ksz430e,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1elf08321ksz430e,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qa1elf08321ksz430e,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; upper-center; upper-left,cl8k2u1qa1elf08321ksz430e,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qa1elj08329yf8alew,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qa1elj08329yf8alew,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1elj08329yf8alew,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qa1elj08329yf8alew,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1elj08329yf8alew,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1elj08329yf8alew,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qa1elj08329yf8alew,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1elj08329yf8alew,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh,cl8k2u1qa1elj08329yf8alew,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qa1elj08329yf8alew,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1elj08329yf8alew,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qa1elj08329yf8alew,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center,cl8k2u1qa1elj08329yf8alew,Location,where in the image is the abnormality,List
Polyps,What type of polyp is present?,paris is,cl8k2u1qa1elj08329yf8alew,Entity,what type of polyp is present,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qa1eln083230laf3p8,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qa1eln083230laf3p8,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1eln083230laf3p8,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qa1eln083230laf3p8,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1eln083230laf3p8,Yes/No,is there text,Yes/No
Polyps,Are there any instruments in the image? Check all that are present.,polyp snare,cl8k2u1qa1eln083230laf3p8,Yes/No,are there any instruments in the image? check all that are present,Token
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1eln083230laf3p8,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qa1eln083230laf3p8,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1eln083230laf3p8,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,yellow; red; flesh,cl8k2u1qa1eln083230laf3p8,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qa1eln083230laf3p8,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1eln083230laf3p8,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qa1eln083230laf3p8,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; lower-center; lower-left; lower-right,cl8k2u1qa1eln083230laf3p8,Location,where in the image is the abnormality,List
Polyps,Where in the image is the instrument?,center-right; lower-center; lower-right,cl8k2u1qa1eln083230laf3p8,Location,where in the image is the instrument,List
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1eln083230laf3p8,Entity,what type of polyp is present,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qa1elr08323qb89xff,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qa1elr08323qb89xff,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1elr08323qb89xff,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qa1elr08323qb89xff,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1elr08323qb89xff,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1elr08323qb89xff,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qa1elr08323qb89xff,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qa1elr08323qb89xff,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh,cl8k2u1qa1elr08323qb89xff,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qa1elr08323qb89xff,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1elr08323qb89xff,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qa1elr08323qb89xff,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right,cl8k2u1qa1elr08323qb89xff,Location,where in the image is the abnormality,List
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1elr08323qb89xff,Entity,what type of polyp is present,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,is this finding easy to detect,Yes/No
Polyps,Are there any instruments in the image? Check all that are present.,polyp snare,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,are there any instruments in the image? check all that are present,Token
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1elv0832a7x7bgpy,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1elv0832a7x7bgpy,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qa1elv0832a7x7bgpy,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1elv0832a7x7bgpy,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh; red,cl8k2u1qa1elv0832a7x7bgpy,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qa1elv0832a7x7bgpy,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1elv0832a7x7bgpy,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,1,cl8k2u1qa1elv0832a7x7bgpy,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right,cl8k2u1qa1elv0832a7x7bgpy,Location,where in the image is the abnormality,List
Polyps,Where in the image is the instrument?,lower-center,cl8k2u1qa1elv0832a7x7bgpy,Location,where in the image is the instrument,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qa1elv0832a7x7bgpy,Entity,what type of polyp is present,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qa1elz0832cl9bf3sc,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qa1elz0832cl9bf3sc,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qa1elz0832cl9bf3sc,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qa1elz0832cl9bf3sc,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qa1elz0832cl9bf3sc,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qa1elz0832cl9bf3sc,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qa1elz0832cl9bf3sc,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qa1elz0832cl9bf3sc,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qa1elz0832cl9bf3sc,Color,what color is the abnormality? if more than one separate with ;,Token
Polyps,How many findings are present?,1,cl8k2u1qa1elz0832cl9bf3sc,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qa1elz0832cl9bf3sc,Counting,how many polyps are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right; lower-right; upper-right,cl8k2u1qa1elz0832cl9bf3sc,Location,where in the image is the abnormality,List
Polyps,What type of polyp is present?,paris iia,cl8k2u1qa1elz0832cl9bf3sc,Entity,what type of polyp is present,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1em30832htfmeuwi,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1em30832htfmeuwi,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1em30832htfmeuwi,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1em30832htfmeuwi,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1em30832htfmeuwi,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qb1em30832htfmeuwi,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris ip,cl8k2u1qb1em30832htfmeuwi,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,pink,cl8k2u1qb1em30832htfmeuwi,Color,what color is the abnormality? if more than one separate with ;,Token
Polyps,How many findings are present?,1,cl8k2u1qb1em30832htfmeuwi,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1em30832htfmeuwi,Counting,how many polyps are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right,cl8k2u1qb1em30832htfmeuwi,Location,where in the image is the abnormality,List
Polyps,Have all polyps been removed?,no,cl8k2u1qb1em30832htfmeuwi,Yes/No,have all polyps been removed,Yes/No
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1em30832htfmeuwi,Entity,what type of polyp is present,Token
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1em70832fvve5w18,Yes/No,is this finding easy to detect,Yes/No
Polyps,Have all polyps been removed?,no,cl8k2u1qb1em70832fvve5w18,Yes/No,have all polyps been removed,Yes/No
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1em70832fvve5w18,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1em70832fvve5w18,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1em70832fvve5w18,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1em70832fvve5w18,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qb1em70832fvve5w18,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1em70832fvve5w18,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; pink,cl8k2u1qb1em70832fvve5w18,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1em70832fvve5w18,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1em70832fvve5w18,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1em70832fvve5w18,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; lower-center; lower-right,cl8k2u1qb1em70832fvve5w18,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emb083220x33eof,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emb083220x33eof,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qb1emb083220x33eof,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1emb083220x33eof,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emb083220x33eof,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emb083220x33eof,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qb1emb083220x33eof,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1emb083220x33eof,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; pink; yellow,cl8k2u1qb1emb083220x33eof,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1emb083220x33eof,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1emb083220x33eof,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emb083220x33eof,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center,cl8k2u1qb1emb083220x33eof,Location,where in the image is the abnormality,Token
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emf0832hhnhdj47,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emf0832hhnhdj47,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1emf0832hhnhdj47,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1emf0832hhnhdj47,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emf0832hhnhdj47,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emf0832hhnhdj47,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qb1emf0832hhnhdj47,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1emf0832hhnhdj47,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; pink,cl8k2u1qb1emf0832hhnhdj47,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1emf0832hhnhdj47,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1emf0832hhnhdj47,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emf0832hhnhdj47,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right,cl8k2u1qb1emf0832hhnhdj47,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emj0832h81ia67l,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emj0832h81ia67l,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1emj0832h81ia67l,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1emj0832h81ia67l,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emj0832h81ia67l,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emj0832h81ia67l,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qb1emj0832h81ia67l,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1emj0832h81ia67l,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; pink,cl8k2u1qb1emj0832h81ia67l,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,2,cl8k2u1qb1emj0832h81ia67l,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qb1emj0832h81ia67l,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emj0832h81ia67l,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center-left; lower-center; lower-left; upper-center; upper-left; upper-right,cl8k2u1qb1emj0832h81ia67l,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emn08329of3h1wc,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emn08329of3h1wc,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1emn08329of3h1wc,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1emn08329of3h1wc,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emn08329of3h1wc,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emn08329of3h1wc,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qb1emn08329of3h1wc,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1emn08329of3h1wc,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; pink,cl8k2u1qb1emn08329of3h1wc,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1emn08329of3h1wc,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1emn08329of3h1wc,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emn08329of3h1wc,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right,cl8k2u1qb1emn08329of3h1wc,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emr0832h6yy6zw4,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emr0832h6yy6zw4,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1emr0832h6yy6zw4,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1emr0832h6yy6zw4,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emr0832h6yy6zw4,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emr0832h6yy6zw4,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qb1emr0832h6yy6zw4,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1emr0832h6yy6zw4,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; white,cl8k2u1qb1emr0832h6yy6zw4,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1emr0832h6yy6zw4,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1emr0832h6yy6zw4,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emr0832h6yy6zw4,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; upper-center; upper-left,cl8k2u1qb1emr0832h6yy6zw4,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emv08322aufgf0q,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emv08322aufgf0q,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qb1emv08322aufgf0q,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1emv08322aufgf0q,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emv08322aufgf0q,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emv08322aufgf0q,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,<5mm,cl8k2u1qb1emv08322aufgf0q,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1emv08322aufgf0q,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,white; flesh,cl8k2u1qb1emv08322aufgf0q,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,1,cl8k2u1qb1emv08322aufgf0q,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,1,cl8k2u1qb1emv08322aufgf0q,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emv08322aufgf0q,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; lower-center; lower-left,cl8k2u1qb1emv08322aufgf0q,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1emz0832fpzl4hc7,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1emz0832fpzl4hc7,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1emz0832fpzl4hc7,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,no,cl8k2u1qb1emz0832fpzl4hc7,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1emz0832fpzl4hc7,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1emz0832fpzl4hc7,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,>20mm,cl8k2u1qb1emz0832fpzl4hc7,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1emz0832fpzl4hc7,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,red; flesh; white,cl8k2u1qb1emz0832fpzl4hc7,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,2,cl8k2u1qb1emz0832fpzl4hc7,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qb1emz0832fpzl4hc7,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1emz0832fpzl4hc7,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cl8k2u1qb1emz0832fpzl4hc7,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1en308327234ecbo,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1en308327234ecbo,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,no,cl8k2u1qb1en308327234ecbo,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1en308327234ecbo,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1en308327234ecbo,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1en308327234ecbo,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,5-10mm,cl8k2u1qb1en308327234ecbo,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris iia,cl8k2u1qb1en308327234ecbo,Entity,what type of polyp is present,Token
Polyps,What color is the abnormality? If more than one separate with ;,flesh; red,cl8k2u1qb1en308327234ecbo,Color,what color is the abnormality? if more than one separate with ;,List
Polyps,How many findings are present?,2,cl8k2u1qb1en308327234ecbo,Counting,how many findings are present,Numeric
Polyps,How many polyps are in the image?,2,cl8k2u1qb1en308327234ecbo,Counting,how many polyps are in the image,Numeric
Polyps,How many instrumnets are in the image?,0,cl8k2u1qb1en308327234ecbo,Counting,how many instrumnets are in the image,Numeric
Polyps,Where in the image is the abnormality?,center; center-right,cl8k2u1qb1en308327234ecbo,Location,where in the image is the abnormality,List
Polyps,Are there any abnormalities in the image? Check all that are present.,polyp,cl8k2u1qb1en708329324a35w,Yes/No,are there any abnormalities in the image? check all that are present,Token
Polyps,Have all polyps been removed?,no,cl8k2u1qb1en708329324a35w,Yes/No,have all polyps been removed,Yes/No
Polyps,Is this finding easy to detect?,yes,cl8k2u1qb1en708329324a35w,Yes/No,is this finding easy to detect,Yes/No
Polyps,Is there a green/black box artefact?,yes,cl8k2u1qb1en708329324a35w,Yes/No,is there a green/black box artefact,Yes/No
Polyps,Is there text?,yes,cl8k2u1qb1en708329324a35w,Yes/No,is there text,Yes/No
Polyps,What type of procedure is the image taken from?,colonoscopy,cl8k2u1qb1en708329324a35w,Entity,what type of procedure is the image taken from,Token
Polyps,What is the size of the polyp?,11-20mm,cl8k2u1qb1en708329324a35w,Entity,what is the size of the polyp,Token
Polyps,What type of polyp is present?,paris is,cl8k2u1qb1en708329324a35w,Entity,what type of polyp is present,Token
